Channel,LQE,UpLink Power,Downlink Power,Time
18,90,-77.1916201,-75.55647819,5/7/17 13:20
19,90,-78.10932046,-75.91894264,5/7/17 13:20
20,91,-77.00916618,-75.55647819,5/7/17 13:20
21,91,-80.18277945,-78.85256213,5/7/17 13:20
22,91,-81.36576939,-78.66581039,5/7/17 13:20
23,94,-77.55749366,-76.28171641,5/7/17 13:20
24,94,-81.97689872,-81.16520939,5/7/17 13:20
25,94,-82.39296693,-80.37677824,5/7/17 13:20
26,93,-80.18277945,-78.85256213,5/7/17 13:20
11,94,-81.77153806,-80.57195378,5/7/17 13:20
12,94,-86.57216784,-83.4682334,5/7/17 13:20
13,91,-80.18277945,-78.85256213,5/7/17 13:20
14,91,-78.66581039,-76.82698402,5/7/17 13:20
15,91,-77.92492003,-76.10027645,5/7/17 13:20
16,91,-83.91424032,-81.36576939,5/7/17 13:20
17,91,-83.4682334,-81.56785393,5/7/17 13:20
18,90,-77.55749366,-75.91894264,5/7/17 13:20
19,90,-77.92492003,-75.91894264,5/7/17 13:20
20,91,-76.46329292,-75.01289083,5/7/17 13:20
21,91,-80.18277945,-78.47971875,5/7/17 13:20
22,91,-80.96610072,-80.37677824,5/7/17 13:20
23,93,-77.55749366,-76.28171641,5/7/17 13:20
24,94,-83.24882053,-82.18401476,5/7/17 13:20
25,93,-82.60383794,-82.18401476,5/7/17 13:20
26,93,-79.98989323,-78.85256213,5/7/17 13:20
11,93,-81.16520939,-78.10932046,5/7/17 13:20
12,94,-85.80861003,-83.69000841,5/7/17 13:20
13,92,-82.81671245,-80.76837203,5/7/17 13:20
14,91,-79.41729406,-77.37438302,5/7/17 13:20
15,91,-77.92492003,-75.55647819,5/7/17 13:20
16,91,-79.79805712,-78.29423799,5/7/17 13:20
17,91,-81.16520939,-79.98989323,5/7/17 13:20
18,91,-77.74099213,-75.55647819,5/7/17 13:20
19,92,-78.10932046,-76.64503776,5/7/17 13:20
20,92,-76.82698402,-75.01289083,5/7/17 13:20
21,92,-78.85256213,-77.1916201,5/7/17 13:20
22,92,-82.39296693,-79.79805712,5/7/17 13:20
23,94,-77.55749366,-75.91894264,5/7/17 13:20
24,94,-81.56785393,-80.76837203,5/7/17 13:20
25,94,-81.36576939,-80.18277945,5/7/17 13:20
26,94,-78.29423799,-76.10027645,5/7/17 13:20
11,94,-81.77153806,-80.18277945,5/7/17 13:20
12,94,-89.07982737,-85.56105804,5/7/17 13:20
13,87,-82.60383794,-81.56785393,5/7/17 13:20
14,87,-79.22825074,-77.37438302,5/7/17 13:20
15,87,-77.74099213,-76.28171641,5/7/17 13:20
16,87,-80.18277945,-78.85256213,5/7/17 13:20
17,87,-81.56785393,-78.85256213,5/7/17 13:20
18,86,-77.55749366,-76.10027645,5/7/17 13:20
19,87,-77.74099213,-76.28171641,5/7/17 13:20
20,87,-75.91894264,-75.01289083,5/7/17 13:20
21,87,-78.66581039,-76.82698402,5/7/17 13:20
22,88,-82.39296693,-81.16520939,5/7/17 13:20
23,94,-77.74099213,-75.73768583,5/7/17 13:20
24,94,-80.76837203,-79.22825074,5/7/17 13:20
25,94,-80.76837203,-79.04002478,5/7/17 13:20
26,94,-78.10932046,-76.64503776,5/7/17 13:20
11,94,-82.18401476,-79.79805712,5/7/17 13:20
12,94,-87.9216988,-84.14102596,5/7/17 13:20
13,90,-81.97689872,-80.18277945,5/7/17 13:20
14,89,-78.85256213,-77.55749366,5/7/17 13:20
15,89,-77.1916201,-75.1941054,5/7/17 13:20
16,89,-82.18401476,-79.04002478,5/7/17 13:20
17,89,-80.76837203,-80.18277945,5/7/17 13:20
18,89,-77.37438302,-75.37529315,5/7/17 13:20
19,89,-77.55749366,-75.73768583,5/7/17 13:20
20,90,-77.00916618,-75.1941054,5/7/17 13:20
21,90,-78.66581039,-77.00916618,5/7/17 13:20
22,90,-81.36576939,-79.22825074,5/7/17 13:20
23,94,-78.47971875,-76.82698402,5/7/17 13:20
24,94,-80.37677824,-79.41729406,5/7/17 13:20
25,94,-80.18277945,-79.22825074,5/7/17 13:20
26,94,-79.04002478,-77.1916201,5/7/17 13:20
11,94,-82.39296693,-79.41729406,5/7/17 13:20
12,94,-87.64351265,-86.05956766,5/7/17 13:20
13,90,-82.60383794,-80.57195378,5/7/17 13:20
14,90,-78.47971875,-77.1916201,5/7/17 13:20
15,89,-77.55749366,-75.91894264,5/7/17 13:20
16,90,-81.77153806,-79.79805712,5/7/17 13:20
17,90,-81.56785393,-80.57195378,5/7/17 13:20
18,89,-78.10932046,-76.10027645,5/7/17 13:20
19,90,-77.55749366,-75.91894264,5/7/17 13:20
20,90,-76.82698402,-75.55647819,5/7/17 13:20
21,90,-80.76837203,-78.66581039,5/7/17 13:20
22,90,-79.79805712,-77.92492003,5/7/17 13:20
23,94,-77.37438302,-75.73768583,5/7/17 13:20
24,94,-83.91424032,-82.81671245,5/7/17 13:20
25,94,-82.81671245,-81.56785393,5/7/17 13:20
26,93,-79.41729406,-78.10932046,5/7/17 13:20
11,93,-82.18401476,-80.37677824,5/7/17 13:20
12,93,-87.09981751,-84.60265632,5/7/17 13:21
13,90,-80.96610072,-79.22825074,5/7/17 13:21
14,90,-79.41729406,-77.00916618,5/7/17 13:21
15,90,-78.10932046,-76.82698402,5/7/17 13:21
16,90,-85.31679751,-83.0316771,5/7/17 13:21
17,89,-81.97689872,-80.57195378,5/7/17 13:21
18,88,-77.1916201,-75.1941054,5/7/17 13:21
19,89,-77.55749366,-75.73768583,5/7/17 13:21
20,90,-77.1916201,-75.37529315,5/7/17 13:21
21,90,-80.96610072,-79.22825074,5/7/17 13:21
22,90,-79.41729406,-77.55749366,5/7/17 13:21
23,93,-77.92492003,-75.55647819,5/7/17 13:21
24,93,-83.24882053,-80.96610072,5/7/17 13:21
25,93,-82.81671245,-81.56785393,5/7/17 13:21
26,92,-80.96610072,-79.41729406,5/7/17 13:21
11,93,-82.81671245,-80.96610072,5/7/17 13:21
12,93,-86.83405012,-84.60265632,5/7/17 13:21
13,90,-81.36576939,-78.29423799,5/7/17 13:21
14,90,-79.04002478,-77.1916201,5/7/17 13:21
15,90,-78.85256213,-76.82698402,5/7/17 13:21
16,90,-84.83770528,-82.60383794,5/7/17 13:21
17,89,-81.36576939,-79.41729406,5/7/17 13:21
18,89,-77.00916618,-75.55647819,5/7/17 13:21
19,90,-77.55749366,-75.73768583,5/7/17 13:21
20,90,-77.00916618,-75.1941054,5/7/17 13:21
21,90,-80.76837203,-79.41729406,5/7/17 13:21
22,91,-81.16520939,-79.04002478,5/7/17 13:21
23,93,-77.37438302,-75.73768583,5/7/17 13:21
24,93,-82.60383794,-81.56785393,5/7/17 13:21
25,93,-83.4682334,-80.96610072,5/7/17 13:21
26,93,-80.76837203,-79.79805712,5/7/17 13:21
11,93,-82.81671245,-80.57195378,5/7/17 13:21
12,93,-87.9216988,-84.60265632,5/7/17 13:21
13,89,-80.96610072,-78.85256213,5/7/17 13:21
14,89,-79.04002478,-77.1916201,5/7/17 13:21
15,88,-78.10932046,-76.64503776,5/7/17 13:21
16,89,-84.83770528,-82.18401476,5/7/17 13:21
17,88,-82.39296693,-80.96610072,5/7/17 13:21
18,87,-77.74099213,-76.10027645,5/7/17 13:21
19,88,-77.74099213,-75.91894264,5/7/17 13:21
20,88,-76.46329292,-74.83162657,5/7/17 13:21
21,89,-80.18277945,-78.66581039,5/7/17 13:21
22,89,-82.18401476,-80.57195378,5/7/17 13:21
23,93,-78.29423799,-76.28171641,5/7/17 13:21
24,93,-80.76837203,-78.66581039,5/7/17 13:21
25,93,-81.56785393,-80.18277945,5/7/17 13:21
26,93,-79.22825074,-78.47971875,5/7/17 13:21
11,94,-82.18401476,-79.98989323,5/7/17 13:21
12,94,-89.38139986,-85.0757165,5/7/17 13:21
13,86,-81.56785393,-79.04002478,5/7/17 13:21
14,86,-79.04002478,-76.64503776,5/7/17 13:21
15,86,-77.92492003,-75.91894264,5/7/17 13:21
16,86,-81.36576939,-78.66581039,5/7/17 13:21
17,86,-82.81671245,-80.96610072,5/7/17 13:21
18,86,-78.29423799,-75.55647819,5/7/17 13:21
19,86,-77.74099213,-75.55647819,5/7/17 13:21
20,86,-76.82698402,-75.1941054,5/7/17 13:21
21,86,-80.18277945,-78.10932046,5/7/17 13:21
22,86,-82.39296693,-81.16520939,5/7/17 13:21
23,94,-78.10932046,-76.82698402,5/7/17 13:21
24,94,-82.18401476,-80.57195378,5/7/17 13:21
25,94,-81.77153806,-80.37677824,5/7/17 13:21
26,93,-80.37677824,-77.92492003,5/7/17 13:21
11,93,-81.77153806,-79.98989323,5/7/17 13:21
12,94,-87.09981751,-85.0757165,5/7/17 13:21
13,90,-82.18401476,-79.04002478,5/7/17 13:21
14,90,-79.41729406,-77.00916618,5/7/17 13:21
15,90,-77.74099213,-75.73768583,5/7/17 13:21
16,90,-81.36576939,-79.41729406,5/7/17 13:21
17,90,-82.81671245,-81.16520939,5/7/17 13:21
18,90,-78.29423799,-76.28171641,5/7/17 13:21
19,90,-79.41729406,-77.37438302,5/7/17 13:21
20,90,-77.00916618,-75.55647819,5/7/17 13:21
21,90,-80.57195378,-78.29423799,5/7/17 13:21
22,91,-81.97689872,-80.37677824,5/7/17 13:21
23,93,-77.55749366,-75.91894264,5/7/17 13:21
24,94,-80.96610072,-79.79805712,5/7/17 13:21
25,94,-81.77153806,-79.22825074,5/7/17 13:21
26,93,-80.18277945,-78.66581039,5/7/17 13:21
11,93,-81.77153806,-79.41729406,5/7/17 13:21
12,94,-87.09981751,-84.83770528,5/7/17 13:21
13,90,-81.77153806,-79.22825074,5/7/17 13:21
14,90,-79.60721041,-77.1916201,5/7/17 13:21
15,90,-78.10932046,-76.10027645,5/7/17 13:21
16,90,-81.77153806,-79.60721041,5/7/17 13:21
17,90,-81.77153806,-79.98989323,5/7/17 13:21
18,90,-77.74099213,-75.91894264,5/7/17 13:21
19,90,-77.92492003,-76.64503776,5/7/17 13:21
20,90,-76.82698402,-75.1941054,5/7/17 13:21
21,91,-80.96610072,-79.22825074,5/7/17 13:21
22,91,-80.96610072,-79.04002478,5/7/17 13:21
23,94,-77.92492003,-76.46329292,5/7/17 13:21
24,94,-83.0316771,-80.96610072,5/7/17 13:21
25,94,-83.91424032,-82.18401476,5/7/17 13:21
26,93,-80.96610072,-79.60721041,5/7/17 13:21
11,93,-82.81671245,-80.96610072,5/7/17 13:21
12,93,-86.57216784,-83.4682334,5/7/17 13:21
13,90,-79.79805712,-77.92492003,5/7/17 13:21
14,90,-79.79805712,-77.55749366,5/7/17 13:21
15,90,-79.22825074,-76.82698402,5/7/17 13:21
16,90,-84.83770528,-82.39296693,5/7/17 13:21
17,89,-82.81671245,-80.96610072,5/7/17 13:21
18,89,-77.1916201,-75.55647819,5/7/17 13:21
19,89,-77.74099213,-75.91894264,5/7/17 13:21
20,90,-77.00916618,-75.55647819,5/7/17 13:21
21,90,-80.96610072,-79.22825074,5/7/17 13:21
22,91,-79.41729406,-77.37438302,5/7/17 13:21
23,93,-77.37438302,-75.55647819,5/7/17 13:21
24,93,-82.60383794,-80.96610072,5/7/17 13:21
25,93,-83.69000841,-82.39296693,5/7/17 13:21
26,92,-81.16520939,-80.18277945,5/7/17 13:21
11,93,-82.60383794,-80.76837203,5/7/17 13:21
12,93,-84.60265632,-83.4682334,5/7/17 13:21
13,92,-81.36576939,-78.47971875,5/7/17 13:22
14,92,-79.41729406,-77.92492003,5/7/17 13:22
15,92,-79.60721041,-77.55749366,5/7/17 13:22
16,92,-85.0757165,-82.60383794,5/7/17 13:22
17,91,-81.97689872,-80.18277945,5/7/17 13:22
18,90,-77.55749366,-75.73768583,5/7/17 13:22
19,91,-77.74099213,-75.91894264,5/7/17 13:22
20,92,-77.1916201,-75.37529315,5/7/17 13:22
21,92,-80.57195378,-78.10932046,5/7/17 13:22
22,92,-78.85256213,-77.92492003,5/7/17 13:22
23,93,-77.74099213,-75.91894264,5/7/17 13:22
24,93,-83.91424032,-82.81671245,5/7/17 13:22
25,93,-83.24882053,-81.77153806,5/7/17 13:22
26,92,-81.36576939,-79.79805712,5/7/17 13:22
11,93,-83.0316771,-80.76837203,5/7/17 13:22
12,93,-86.05956766,-84.14102596,5/7/17 13:22
13,91,-79.98989323,-77.74099213,5/7/17 13:22
14,91,-79.41729406,-77.55749366,5/7/17 13:22
15,91,-78.85256213,-77.1916201,5/7/17 13:22
16,91,-86.05956766,-83.4682334,5/7/17 13:22
17,89,-81.56785393,-79.79805712,5/7/17 13:22
18,89,-78.10932046,-75.91894264,5/7/17 13:22
19,89,-77.92492003,-76.10027645,5/7/17 13:22
20,90,-77.55749366,-75.37529315,5/7/17 13:22
21,90,-81.16520939,-79.98989323,5/7/17 13:22
22,90,-79.98989323,-78.66581039,5/7/17 13:22
23,92,-77.37438302,-75.37529315,5/7/17 13:22
24,92,-81.56785393,-79.98989323,5/7/17 13:22
25,92,-82.60383794,-80.76837203,5/7/17 13:22
26,92,-79.22825074,-77.92492003,5/7/17 13:22
11,94,-82.18401476,-79.98989323,5/7/17 13:22
12,94,-87.64351265,-85.31679751,5/7/17 13:22
13,90,-80.57195378,-78.29423799,5/7/17 13:22
14,89,-79.41729406,-77.00916618,5/7/17 13:22
15,89,-77.92492003,-75.73768583,5/7/17 13:22
16,90,-82.81671245,-80.57195378,5/7/17 13:22
17,89,-82.60383794,-80.96610072,5/7/17 13:22
18,89,-77.55749366,-75.73768583,5/7/17 13:22
19,89,-78.29423799,-76.64503776,5/7/17 13:22
20,90,-76.64503776,-75.01289083,5/7/17 13:22
21,90,-79.98989323,-78.10932046,5/7/17 13:22
22,90,-81.97689872,-79.98989323,5/7/17 13:22
23,94,-77.00916618,-75.37529315,5/7/17 13:22
24,94,-80.76837203,-79.04002478,5/7/17 13:22
25,94,-81.77153806,-79.60721041,5/7/17 13:22
26,94,-80.18277945,-78.29423799,5/7/17 13:22
11,94,-83.69000841,-81.16520939,5/7/17 13:22
12,94,-87.09981751,-85.31679751,5/7/17 13:22
13,90,-80.57195378,-78.47971875,5/7/17 13:22
14,90,-79.22825074,-76.46329292,5/7/17 13:22
15,90,-78.29423799,-76.10027645,5/7/17 13:22
16,90,-82.81671245,-80.96610072,5/7/17 13:22
17,90,-83.4682334,-80.37677824,5/7/17 13:22
18,89,-77.55749366,-75.55647819,5/7/17 13:22
19,90,-78.10932046,-76.28171641,5/7/17 13:22
20,90,-77.1916201,-75.91894264,5/7/17 13:22
21,90,-79.60721041,-77.92492003,5/7/17 13:22
22,91,-79.98989323,-78.47971875,5/7/17 13:22
23,94,-77.1916201,-75.37529315,5/7/17 13:22
24,94,-82.18401476,-79.60721041,5/7/17 13:22
25,94,-80.37677824,-78.85256213,5/7/17 13:22
26,93,-79.98989323,-78.10932046,5/7/17 13:22
11,94,-82.60383794,-81.16520939,5/7/17 13:22
12,94,-90,-87.9216988,5/7/17 13:22
13,85,-81.16520939,-78.47971875,5/7/17 13:22
14,84,-79.79805712,-77.37438302,5/7/17 13:22
15,84,-78.29423799,-76.64503776,5/7/17 13:22
16,84,-83.4682334,-82.39296693,5/7/17 13:22
17,84,-81.97689872,-80.96610072,5/7/17 13:22
18,83,-77.55749366,-75.91894264,5/7/17 13:22
19,84,-78.10932046,-76.28171641,5/7/17 13:22
20,84,-77.00916618,-75.1941054,5/7/17 13:22
21,84,-79.60721041,-77.74099213,5/7/17 13:22
22,84,-80.18277945,-78.66581039,5/7/17 13:22
23,94,-77.55749366,-75.55647819,5/7/17 13:22
24,94,-81.56785393,-79.79805712,5/7/17 13:22
25,94,-81.16520939,-79.98989323,5/7/17 13:22
26,94,-80.57195378,-77.74099213,5/7/17 13:22
11,94,-83.69000841,-81.77153806,5/7/17 13:22
12,94,-85.56105804,-83.0316771,5/7/17 13:22
13,92,-80.96610072,-78.29423799,5/7/17 13:22
14,92,-80.18277945,-77.74099213,5/7/17 13:22
15,92,-80.57195378,-77.55749366,5/7/17 13:22
16,91,-87.36959568,-84.37046428,5/7/17 13:22
17,88,-81.16520939,-79.60721041,5/7/17 13:22
18,88,-76.82698402,-74.83162657,5/7/17 13:22
19,88,-77.74099213,-75.91894264,5/7/17 13:22
20,88,-77.1916201,-75.1941054,5/7/17 13:22
21,89,-81.97689872,-79.60721041,5/7/17 13:22
22,89,-78.66581039,-77.00916618,5/7/17 13:22
23,91,-77.74099213,-75.91894264,5/7/17 13:22
24,91,-83.91424032,-81.77153806,5/7/17 13:22
25,90,-82.60383794,-80.96610072,5/7/17 13:22
26,90,-79.98989323,-77.74099213,5/7/17 13:22
11,93,-84.37046428,-82.39296693,5/7/17 13:22
12,93,-84.37046428,-82.39296693,5/7/17 13:22
13,92,-79.60721041,-77.37438302,5/7/17 13:22
14,92,-79.79805712,-77.92492003,5/7/17 13:22
15,92,-79.98989323,-77.37438302,5/7/17 13:22
16,92,-87.36959568,-84.37046428,5/7/17 13:22
17,88,-81.36576939,-78.29423799,5/7/17 13:22
18,88,-77.37438302,-75.1941054,5/7/17 13:22
19,89,-78.29423799,-77.00916618,5/7/17 13:22
20,89,-77.55749366,-75.55647819,5/7/17 13:22
21,89,-81.36576939,-78.85256213,5/7/17 13:22
22,90,-78.85256213,-77.00916618,5/7/17 13:22
23,91,-77.74099213,-75.73768583,5/7/17 13:22
24,91,-84.14102596,-82.18401476,5/7/17 13:22
25,90,-82.81671245,-81.97689872,5/7/17 13:22
26,90,-80.18277945,-78.66581039,5/7/17 13:22
11,93,-83.24882053,-81.77153806,5/7/17 13:22
12,93,-83.91424032,-82.60383794,5/7/17 13:22
13,92,-79.04002478,-77.1916201,5/7/17 13:23
14,92,-79.60721041,-77.55749366,5/7/17 13:23
15,92,-80.18277945,-77.92492003,5/7/17 13:23
16,92,-88.49141223,-84.60265632,5/7/17 13:23
17,87,-81.36576939,-79.60721041,5/7/17 13:23
18,86,-77.55749366,-75.73768583,5/7/17 13:23
19,87,-77.92492003,-76.82698402,5/7/17 13:23
20,88,-77.1916201,-75.55647819,5/7/17 13:23
21,88,-82.39296693,-79.41729406,5/7/17 13:23
22,88,-78.47971875,-77.00916618,5/7/17 13:23
23,89,-77.74099213,-75.73768583,5/7/17 13:23
24,89,-84.83770528,-83.24882053,5/7/17 13:23
25,88,-82.60383794,-80.96610072,5/7/17 13:23
26,88,-80.37677824,-78.85256213,5/7/17 13:23
11,93,-83.0316771,-80.37677824,5/7/17 13:23
12,93,-83.4682334,-81.56785393,5/7/17 13:23
13,92,-79.60721041,-76.46329292,5/7/17 13:23
14,92,-79.04002478,-77.00916618,5/7/17 13:23
15,92,-79.04002478,-76.64503776,5/7/17 13:23
16,92,-84.14102596,-81.36576939,5/7/17 13:23
17,91,-82.39296693,-80.96610072,5/7/17 13:23
18,91,-77.37438302,-75.73768583,5/7/17 13:23
19,92,-77.92492003,-76.10027645,5/7/17 13:23
20,92,-77.1916201,-75.1941054,5/7/17 13:23
21,93,-81.16520939,-79.41729406,5/7/17 13:23
22,93,-79.79805712,-77.55749366,5/7/17 13:23
23,93,-77.37438302,-75.91894264,5/7/17 13:23
24,94,-82.39296693,-80.18277945,5/7/17 13:23
25,93,-81.56785393,-80.96610072,5/7/17 13:23
26,93,-80.57195378,-79.79805712,5/7/17 13:23
11,94,-82.81671245,-80.76837203,5/7/17 13:23
12,94,-84.14102596,-83.0316771,5/7/17 13:23
13,93,-79.79805712,-77.92492003,5/7/17 13:23
14,93,-79.22825074,-76.46329292,5/7/17 13:23
15,92,-78.85256213,-76.82698402,5/7/17 13:23
16,93,-84.37046428,-81.16520939,5/7/17 13:23
17,92,-82.81671245,-80.18277945,5/7/17 13:23
18,91,-77.00916618,-75.01289083,5/7/17 13:23
19,92,-77.92492003,-76.28171641,5/7/17 13:23
20,92,-76.82698402,-75.37529315,5/7/17 13:23
21,92,-81.77153806,-79.60721041,5/7/17 13:23
22,93,-79.79805712,-77.92492003,5/7/17 13:23
23,93,-77.1916201,-75.37529315,5/7/17 13:23
24,93,-80.96610072,-79.04002478,5/7/17 13:23
25,93,-81.97689872,-80.18277945,5/7/17 13:23
26,93,-81.16520939,-78.47971875,5/7/17 13:23
11,94,-81.36576939,-79.04002478,5/7/17 13:23
12,94,-84.37046428,-83.0316771,5/7/17 13:23
13,93,-80.96610072,-77.92492003,5/7/17 13:23
14,93,-79.41729406,-77.1916201,5/7/17 13:23
15,92,-79.04002478,-76.46329292,5/7/17 13:23
16,93,-84.14102596,-82.39296693,5/7/17 13:23
17,92,-82.60383794,-79.60721041,5/7/17 13:23
18,92,-77.1916201,-75.37529315,5/7/17 13:23
19,92,-78.29423799,-76.10027645,5/7/17 13:23
20,92,-76.46329292,-74.83162657,5/7/17 13:23
21,93,-81.36576939,-78.66581039,5/7/17 13:23
22,93,-80.37677824,-77.37438302,5/7/17 13:23
23,93,-76.82698402,-75.55647819,5/7/17 13:23
24,94,-81.56785393,-80.37677824,5/7/17 13:23
25,93,-81.77153806,-80.18277945,5/7/17 13:23
26,93,-79.79805712,-79.41729406,5/7/17 13:23
11,94,-81.77153806,-79.79805712,5/7/17 13:23
12,94,-84.60265632,-82.81671245,5/7/17 13:23
13,93,-79.98989323,-77.55749366,5/7/17 13:23
14,93,-79.04002478,-76.64503776,5/7/17 13:23
15,93,-78.47971875,-75.73768583,5/7/17 13:23
16,93,-85.56105804,-82.18401476,5/7/17 13:23
17,91,-80.96610072,-78.29423799,5/7/17 13:23
18,91,-76.64503776,-74.83162657,5/7/17 13:23
19,91,-77.92492003,-76.28171641,5/7/17 13:23
20,92,-77.1916201,-75.37529315,5/7/17 13:23
21,92,-81.56785393,-79.79805712,5/7/17 13:23
22,92,-78.29423799,-76.46329292,5/7/17 13:23
23,93,-77.74099213,-76.10027645,5/7/17 13:23
24,93,-82.39296693,-81.16520939,5/7/17 13:23
25,93,-82.39296693,-79.98989323,5/7/17 13:23
26,93,-80.37677824,-78.10932046,5/7/17 13:23
11,94,-84.60265632,-81.77153806,5/7/17 13:23
12,93,-82.39296693,-79.79805712,5/7/17 13:23
13,93,-79.41729406,-76.82698402,5/7/17 13:23
14,93,-80.18277945,-77.1916201,5/7/17 13:23
15,92,-79.98989323,-77.92492003,5/7/17 13:23
16,92,-87.9216988,-86.05956766,5/7/17 13:23
17,88,-80.76837203,-78.10932046,5/7/17 13:23
18,88,-76.82698402,-75.01289083,5/7/17 13:23
19,88,-78.10932046,-76.10027645,5/7/17 13:23
20,89,-77.1916201,-75.37529315,5/7/17 13:23
21,89,-81.36576939,-79.04002478,5/7/17 13:23
22,90,-77.74099213,-75.73768583,5/7/17 13:23
23,90,-77.00916618,-75.73768583,5/7/17 13:23
24,90,-83.24882053,-81.97689872,5/7/17 13:23
25,90,-82.39296693,-81.16520939,5/7/17 13:23
26,90,-80.18277945,-78.47971875,5/7/17 13:23
11,94,-84.60265632,-82.60383794,5/7/17 13:23
12,93,-82.60383794,-80.37677824,5/7/17 13:23
13,93,-79.22825074,-77.1916201,5/7/17 13:23
14,93,-79.79805712,-77.37438302,5/7/17 13:23
15,92,-80.96610072,-78.10932046,5/7/17 13:23
16,92,-88.78321235,-85.31679751,5/7/17 13:23
17,86,-80.76837203,-78.29423799,5/7/17 13:23
18,86,-76.82698402,-74.46886332,5/7/17 13:23
19,86,-77.74099213,-76.10027645,5/7/17 13:23
20,87,-77.1916201,-75.55647819,5/7/17 13:23
21,87,-81.97689872,-80.18277945,5/7/17 13:23
22,88,-77.74099213,-76.10027645,5/7/17 13:23
23,88,-77.37438302,-75.55647819,5/7/17 13:23
24,88,-83.69000841,-81.56785393,5/7/17 13:23
25,88,-83.0316771,-81.56785393,5/7/17 13:23
26,88,-80.96610072,-78.29423799,5/7/17 13:23
11,94,-83.69000841,-81.97689872,5/7/17 13:23
12,93,-83.91424032,-80.96610072,5/7/17 13:23
13,92,-80.37677824,-77.1916201,5/7/17 13:24
14,92,-79.41729406,-77.1916201,5/7/17 13:24
15,92,-80.18277945,-78.29423799,5/7/17 13:24
16,92,-86.05956766,-83.4682334,5/7/17 13:24
17,90,-80.18277945,-78.10932046,5/7/17 13:24
18,90,-76.64503776,-74.65029091,5/7/17 13:24
19,91,-77.74099213,-75.91894264,5/7/17 13:24
20,91,-76.46329292,-75.01289083,5/7/17 13:24
21,91,-81.16520939,-79.41729406,5/7/17 13:24
22,92,-79.41729406,-76.82698402,5/7/17 13:24
23,92,-77.1916201,-74.83162657,5/7/17 13:24
24,93,-82.18401476,-80.18277945,5/7/17 13:24
25,92,-82.81671245,-80.76837203,5/7/17 13:24
26,92,-80.37677824,-79.41729406,5/7/17 13:24
11,94,-81.77153806,-80.18277945,5/7/17 13:24
12,94,-83.91424032,-81.77153806,5/7/17 13:24
13,93,-81.16520939,-77.92492003,5/7/17 13:24
14,93,-79.41729406,-77.00916618,5/7/17 13:24
15,92,-78.66581039,-76.82698402,5/7/17 13:24
16,93,-86.31404735,-83.69000841,5/7/17 13:24
17,91,-81.77153806,-79.79805712,5/7/17 13:24
18,90,-77.37438302,-75.1941054,5/7/17 13:24
19,91,-77.92492003,-75.73768583,5/7/17 13:24
20,91,-76.64503776,-74.46886332,5/7/17 13:24
21,91,-80.96610072,-79.04002478,5/7/17 13:24
22,91,-78.10932046,-77.00916618,5/7/17 13:24
23,92,-76.82698402,-75.01289083,5/7/17 13:24
24,92,-80.96610072,-79.60721041,5/7/17 13:24
25,92,-82.60383794,-81.16520939,5/7/17 13:24
26,92,-80.76837203,-78.85256213,5/7/17 13:24
11,94,-83.24882053,-81.36576939,5/7/17 13:24
12,94,-84.37046428,-82.18401476,5/7/17 13:24
13,93,-79.98989323,-77.37438302,5/7/17 13:24
14,93,-78.85256213,-76.82698402,5/7/17 13:24
15,93,-79.41729406,-77.00916618,5/7/17 13:24
16,93,-85.31679751,-83.69000841,5/7/17 13:24
17,91,-81.56785393,-79.41729406,5/7/17 13:24
18,91,-76.64503776,-74.65029091,5/7/17 13:24
19,91,-77.55749366,-75.91894264,5/7/17 13:24
20,92,-76.28171641,-74.46886332,5/7/17 13:24
21,92,-80.96610072,-79.22825074,5/7/17 13:24
22,92,-77.74099213,-75.73768583,5/7/17 13:24
23,93,-76.64503776,-75.01289083,5/7/17 13:24
24,93,-81.36576939,-79.04002478,5/7/17 13:24
25,93,-82.60383794,-81.36576939,5/7/17 13:24
26,93,-81.56785393,-79.98989323,5/7/17 13:24
11,94,-83.69000841,-80.76837203,5/7/17 13:24
12,94,-83.91424032,-81.56785393,5/7/17 13:24
13,93,-80.37677824,-77.74099213,5/7/17 13:24
14,93,-79.22825074,-77.1916201,5/7/17 13:24
15,92,-79.41729406,-77.00916618,5/7/17 13:24
16,93,-85.80861003,-83.4682334,5/7/17 13:24
17,91,-81.56785393,-78.66581039,5/7/17 13:24
18,90,-77.00916618,-75.01289083,5/7/17 13:24
19,91,-77.55749366,-75.37529315,5/7/17 13:24
20,91,-76.64503776,-75.01289083,5/7/17 13:24
21,92,-80.96610072,-78.85256213,5/7/17 13:24
22,92,-77.92492003,-75.91894264,5/7/17 13:24
23,93,-77.1916201,-75.37529315,5/7/17 13:24
24,93,-83.0316771,-82.18401476,5/7/17 13:24
25,93,-82.81671245,-80.96610072,5/7/17 13:24
26,92,-80.18277945,-78.10932046,5/7/17 13:24
11,94,-85.0757165,-82.81671245,5/7/17 13:24
12,93,-81.36576939,-79.04002478,5/7/17 13:24
13,93,-79.04002478,-76.46329292,5/7/17 13:24
14,92,-79.98989323,-77.74099213,5/7/17 13:24
15,92,-81.36576939,-79.60721041,5/7/17 13:24
16,92,-87.64351265,-84.83770528,5/7/17 13:24
17,88,-80.96610072,-78.47971875,5/7/17 13:24
18,88,-76.82698402,-75.01289083,5/7/17 13:24
19,88,-78.66581039,-76.64503776,5/7/17 13:24
20,89,-78.10932046,-76.10027645,5/7/17 13:24
