Channel,LQE,UpLink Power,Downlink Power,Time
16,58,-90,-89.68807488,14:02:52
17,58,-90,-89.07982737,14:02:52
18,49,-81.97689872,-79.04002478,14:02:52
19,53,-80.37677824,-77.74099213,14:02:52
20,59,-82.18401476,-79.98989323,14:02:52
21,59,-85.0757165,-83.24882053,14:02:52
22,61,-90,-87.9216988,14:02:52
23,54,-84.14102596,-83.24882053,14:02:52
24,63,-86.83405012,-85.56105804,14:02:52
25,61,-89.68807488,-86.57216784,14:02:52
26,53,-84.14102596,-81.36576939,14:02:52
11,62,-87.09981751,-84.14102596,14:02:59
12,68,-88.49141223,-86.57216784,14:02:59
13,63,-89.68807488,-88.78321235,14:03:00
14,54,-83.4682334,-81.36576939,14:03:00
15,54,-85.0757165,-82.60383794,14:03:00
16,54,-90,-89.68807488,14:03:00
17,54,-90,-88.49141223,14:03:00
18,46,-81.97689872,-79.60721041,14:03:00
19,48,-79.79805712,-77.92492003,14:03:00
20,56,-81.36576939,-79.41729406,14:03:00
21,57,-83.91424032,-83.0316771,14:03:00
22,59,-90,-88.78321235,14:03:00
23,56,-86.83405012,-84.83770528,14:03:00
24,61,-87.64351265,-84.60265632,14:03:00
25,58,-90,-88.78321235,14:03:00
26,50,-84.60265632,-83.4682334,14:03:00
11,58,-87.09981751,-83.4682334,14:03:08
12,64,-89.07982737,-85.80861003,14:03:08
13,58,-90,-89.68807488,14:03:09
14,49,-83.91424032,-81.16520939,14:03:09
15,48,-84.83770528,-82.81671245,14:03:09
16,48,-89.68807488,-88.49141223,14:03:09
17,49,-90,-90,14:03:09
18,42,-82.81671245,-80.37677824,14:03:09
19,46,-79.60721041,-77.74099213,14:03:09
20,55,-80.96610072,-78.10932046,14:03:09
21,56,-83.0316771,-81.36576939,14:03:09
22,58,-89.38139986,-87.09981751,14:03:13
23,58,-87.9216988,-83.69000841,14:03:13
24,62,-87.36959568,-84.83770528,14:03:13
25,60,-90,-89.38139986,14:03:13
26,51,-84.83770528,-83.91424032,14:03:13
11,59,-86.31404735,-83.69000841,14:03:16
12,66,-88.49141223,-84.37046428,14:03:16
13,61,-90,-88.78321235,14:03:17
14,52,-83.24882053,-82.60383794,14:03:17
15,51,-85.31679751,-82.81671245,14:03:17
16,50,-90,-88.20428693,14:03:17
17,49,-90,-89.68807488,14:03:17
18,44,-82.60383794,-79.98989323,14:03:17
19,47,-80.57195378,-77.37438302,14:03:17
20,56,-81.36576939,-78.85256213,14:03:17
21,57,-83.69000841,-81.56785393,14:03:17
22,58,-89.07982737,-86.57216784,14:03:17
23,57,-85.0757165,-83.4682334,14:03:17
24,65,-88.78321235,-84.60265632,14:03:17
25,60,-89.68807488,-87.09981751,14:03:23
26,52,-84.83770528,-84.14102596,14:03:23
11,61,-87.36959568,-83.91424032,14:03:23
12,66,-89.38139986,-87.09981751,14:03:25
13,59,-90,-89.68807488,14:03:26
14,50,-84.60265632,-81.56785393,14:03:26
15,49,-85.31679751,-83.69000841,14:03:26
16,49,-90,-89.38139986,14:03:26
18,46,-82.39296693,-80.57195378,14:03:26
19,47,-80.37677824,-77.74099213,14:03:26
20,53,-81.56785393,-78.47971875,14:03:26
21,61,-84.37046428,-82.18401476,14:03:26
22,61,-90,-86.05956766,14:03:26
23,56,-87.64351265,-85.80861003,14:03:26
24,59,-87.09981751,-86.05956766,14:03:31
25,65,-88.20428693,-86.57216784,14:03:31
26,61,-82.81671245,-81.77153806,14:03:31
11,62,-86.57216784,-83.4682334,14:03:31
12,69,-88.49141223,-85.56105804,14:03:31
13,64,-90,-89.07982737,14:03:34
14,55,-83.0316771,-80.76837203,14:03:34
15,55,-84.83770528,-83.24882053,14:03:34
16,55,-90,-89.68807488,14:03:34
17,55,-90,-89.38139986,14:03:34
18,49,-80.96610072,-78.85256213,14:03:34
19,52,-80.18277945,-77.55749366,14:03:34
20,57,-81.97689872,-79.41729406,14:03:34
21,57,-85.80861003,-83.24882053,14:03:34
22,58,-90,-88.49141223,14:03:34
23,54,-85.0757165,-83.24882053,14:03:34
24,62,-87.36959568,-86.05956766,14:03:34
25,59,-87.9216988,-85.56105804,14:03:34
26,56,-82.60383794,-81.16520939,14:03:34
11,64,-86.05956766,-83.69000841,14:03:34
12,72,-88.20428693,-85.31679751,14:03:34
13,67,-89.68807488,-88.78321235,14:03:43
14,59,-83.91424032,-81.77153806,14:03:43
15,59,-85.80861003,-84.14102596,14:03:43
16,59,-90,-89.38139986,14:03:43
17,59,-90,-88.78321235,14:03:43
18,50,-81.16520939,-78.85256213,14:03:43
19,54,-79.79805712,-77.55749366,14:03:43
20,58,-82.18401476,-80.18277945,14:03:43
21,58,-85.56105804,-83.4682334,14:03:43
22,58,-90,-88.78321235,14:03:43
23,54,-85.80861003,-83.0316771,14:03:43
24,61,-88.20428693,-86.05956766,14:03:43
25,57,-87.9216988,-85.80861003,14:03:43
26,54,-82.39296693,-81.16520939,14:03:43
11,63,-86.05956766,-83.0316771,14:03:43
12,70,-87.9216988,-85.80861003,14:03:43
13,66,-90,-89.07982737,14:03:51
14,57,-84.14102596,-81.56785393,14:03:51
15,56,-85.31679751,-83.24882053,14:03:51
16,57,-90,-90,14:03:51
17,57,-89.07982737,-87.9216988,14:03:51
18,51,-81.56785393,-78.47971875,14:03:51
19,56,-80.18277945,-77.37438302,14:03:51
20,60,-82.81671245,-79.60721041,14:03:51
21,60,-85.0757165,-83.0316771,14:03:51
22,61,-89.38139986,-88.78321235,14:03:51
23,58,-84.60265632,-82.18401476,14:03:51
24,66,-87.9216988,-86.31404735,14:03:57
25,63,-87.36959568,-85.0757165,14:03:57
26,60,-82.39296693,-81.16520939,14:03:58
11,69,-85.80861003,-82.81671245,14:03:58
12,74,-86.83405012,-84.83770528,14:03:58
13,72,-90,-88.49141223,14:03:59
14,63,-84.60265632,-81.56785393,14:03:59
15,62,-85.56105804,-83.4682334,14:03:59
16,62,-90,-90,14:03:59
17,60,-90,-89.38139986,14:03:59
18,52,-81.97689872,-79.41729406,14:03:59
19,56,-80.37677824,-77.37438302,14:03:59
20,59,-81.77153806,-79.22825074,14:03:59
21,59,-85.0757165,-82.18401476,14:03:59
22,60,-88.78321235,-87.09981751,14:04:04
23,57,-87.09981751,-84.60265632,14:04:05
24,63,-87.9216988,-86.57216784,14:04:05
25,59,-89.68807488,-86.31404735,14:04:06
26,52,-83.91424032,-82.18401476,14:04:06
11,61,-86.57216784,-84.14102596,14:04:06
12,68,-89.38139986,-85.56105804,14:04:06
13,61,-90,-90,14:04:08
14,51,-83.4682334,-81.56785393,14:04:08
15,51,-86.05956766,-82.39296693,14:04:08
16,50,-89.68807488,-90,14:04:08
17,48,-89.68807488,-89.07982737,14:04:08
18,43,-81.77153806,-79.22825074,14:04:08
19,47,-79.79805712,-77.37438302,14:04:08
20,55,-82.18401476,-79.41729406,14:04:08
21,56,-85.0757165,-83.0316771,14:04:08
22,57,-90,-89.07982737,14:04:08
23,55,-87.09981751,-84.37046428,14:04:13
24,61,-88.20428693,-85.80861003,14:04:13
25,57,-89.38139986,-87.9216988,14:04:13
26,51,-84.14102596,-82.81671245,14:04:13
11,59,-86.57216784,-82.81671245,14:04:13
12,65,-87.9216988,-84.83770528,14:04:13
13,61,-90,-89.07982737,14:04:16
14,52,-83.4682334,-80.96610072,14:04:16
15,51,-85.31679751,-82.81671245,14:04:16
16,51,-90,-88.20428693,14:04:16
17,51,-90,-89.38139986,14:04:16
18,45,-82.18401476,-79.79805712,14:04:16
19,50,-79.79805712,-77.37438302,14:04:16
20,57,-81.97689872,-78.66581039,14:04:16
21,58,-85.31679751,-83.24882053,14:04:16
22,59,-89.38139986,-86.83405012,14:04:16
23,56,-84.37046428,-83.4682334,14:04:16
24,64,-87.9216988,-86.05956766,14:04:16
25,60,-90,-88.49141223,14:04:16
26,52,-84.14102596,-82.60383794,14:04:16
11,61,-85.56105804,-83.4682334,14:04:16
12,68,-89.38139986,-86.05956766,14:04:16
13,61,-90,-89.38139986,14:04:25
14,52,-83.4682334,-81.36576939,14:04:25
15,52,-86.05956766,-82.60383794,14:04:25
16,51,-90,-90,14:04:25
17,50,-88.78321235,-88.49141223,14:04:25
18,44,-80.57195378,-77.55749366,14:04:25
19,48,-80.18277945,-78.10932046,14:04:25
20,58,-83.91424032,-81.16520939,14:04:25
21,58,-86.31404735,-84.14102596,14:04:29
22,57,-90,-88.49141223,14:04:29
23,55,-84.14102596,-82.39296693,14:04:29
24,64,-87.64351265,-85.56105804,14:04:29
25,60,-86.31404735,-84.14102596,14:04:31
26,60,-82.60383794,-80.76837203,14:04:31
11,69,-86.05956766,-83.4682334,14:04:31
12,73,-89.07982737,-85.31679751,14:04:31
13,67,-90,-88.78321235,14:04:33
14,58,-83.69000841,-81.36576939,14:04:33
15,58,-85.80861003,-83.4682334,14:04:33
16,58,-90,-89.68807488,14:04:33
17,58,-88.49141223,-88.20428693,14:04:33
18,53,-81.16520939,-78.10932046,14:04:33
19,57,-80.18277945,-78.29423799,14:04:33
20,59,-83.69000841,-81.16520939,14:04:33
21,59,-87.09981751,-84.37046428,14:04:38
22,58,-89.38139986,-87.64351265,14:04:38
23,57,-84.14102596,-82.60383794,14:04:38
24,65,-87.36959568,-85.31679751,14:04:38
25,63,-87.9216988,-85.80861003,14:04:38
26,60,-81.77153806,-80.18277945,14:04:38
11,69,-86.05956766,-83.0316771,14:04:38
12,72,-89.07982737,-84.83770528,14:04:38
13,66,-90,-87.64351265,14:04:42
14,57,-83.91424032,-81.77153806,14:04:42
15,57,-86.83405012,-83.69000841,14:04:42
16,57,-90,-90,14:04:42
17,55,-90,-85.80861003,14:04:42
18,47,-80.57195378,-77.74099213,14:04:42
19,50,-79.98989323,-77.55749366,14:04:42
20,54,-83.24882053,-81.36576939,14:04:42
21,54,-86.57216784,-83.91424032,14:04:42
22,54,-90,-88.78321235,14:04:42
23,51,-84.37046428,-82.18401476,14:04:42
24,60,-88.20428693,-84.37046428,14:04:42
25,55,-88.20428693,-86.31404735,14:04:48
26,53,-81.97689872,-80.96610072,14:04:48
11,62,-87.64351265,-83.4682334,14:04:48
12,67,-87.64351265,-85.80861003,14:04:48
13,64,-89.68807488,-90,14:04:50
14,55,-83.0316771,-81.97689872,14:04:50
15,56,-85.80861003,-83.24882053,14:04:50
16,56,-90,-90,14:04:50
17,56,-90,-87.36959568,14:04:50
18,48,-80.96610072,-78.47971875,14:04:50
19,53,-79.98989323,-77.55749366,14:04:50
20,57,-81.97689872,-79.41729406,14:04:50
21,57,-85.0757165,-82.81671245,14:04:50
22,60,-90,-87.9216988,14:04:50
23,55,-84.83770528,-83.0316771,14:04:50
24,62,-88.49141223,-87.09981751,14:04:56
25,57,-88.78321235,-85.31679751,14:04:56
26,53,-83.69000841,-81.77153806,14:04:56
11,61,-86.31404735,-84.14102596,14:04:58
12,68,-88.20428693,-84.83770528,14:04:58
13,64,-90,-89.68807488,14:04:59
14,55,-84.14102596,-81.56785393,14:04:59
15,54,-85.31679751,-83.4682334,14:04:59
16,54,-90,-89.38139986,14:04:59
17,54,-90,-86.83405012,14:04:59
18,46,-81.56785393,-79.04002478,14:04:59
19,51,-79.60721041,-77.37438302,14:04:59
20,57,-81.97689872,-79.41729406,14:04:59
21,57,-85.56105804,-83.69000841,14:04:59
22,58,-89.38139986,-87.9216988,14:04:59
23,55,-85.56105804,-83.91424032,14:04:59
24,63,-89.07982737,-84.83770528,14:04:59
25,57,-88.49141223,-87.64351265,14:04:59
26,53,-83.69000841,-81.36576939,14:04:59
11,61,-85.80861003,-83.0316771,14:04:59
12,69,-88.49141223,-85.56105804,14:04:59
13,64,-90,-90,14:05:07
14,55,-83.91424032,-81.77153806,14:05:07
15,54,-86.31404735,-83.0316771,14:05:08
16,54,-90,-90,14:05:08
17,52,-90,-87.09981751,14:05:09
18,44,-81.16520939,-78.29423799,14:05:09
19,51,-79.60721041,-77.37438302,14:05:09
20,56,-81.97689872,-79.79805712,14:05:09
21,56,-85.0757165,-82.81671245,14:05:09
22,57,-89.68807488,-89.07982737,14:05:09
23,54,-85.56105804,-83.4682334,14:05:09
24,62,-88.78321235,-86.31404735,14:05:13
25,56,-89.38139986,-88.20428693,14:05:13
26,51,-83.24882053,-81.97689872,14:05:13
11,60,-86.05956766,-83.4682334,14:05:13
12,67,-88.78321235,-85.0757165,14:05:13
13,61,-90,-89.68807488,14:05:16
14,52,-83.4682334,-81.16520939,14:05:16
15,52,-85.80861003,-83.4682334,14:05:16
16,51,-90,-89.68807488,14:05:16
17,50,-89.68807488,-89.68807488,14:05:16
18,44,-80.96610072,-79.04002478,14:05:16
19,49,-79.79805712,-77.55749366,14:05:16
20,57,-83.24882053,-80.57195378,14:05:16
21,57,-86.05956766,-83.0316771,14:05:16
22,57,-87.9216988,-87.64351265,14:05:16
23,59,-83.69000841,-81.36576939,14:05:16
24,67,-87.09981751,-85.56105804,14:05:22
25,65,-87.64351265,-84.60265632,14:05:22
26,62,-81.97689872,-79.98989323,14:05:22
11,71,-87.9216988,-84.60265632,14:05:22
12,75,-88.78321235,-86.05956766,14:05:22
13,69,-90,-88.20428693,14:05:24
14,60,-83.69000841,-81.56785393,14:05:24
15,60,-86.83405012,-84.14102596,14:05:24
16,59,-90,-90,14:05:24
17,55,-87.9216988,-86.57216784,14:05:24
18,51,-80.76837203,-78.10932046,14:05:24
19,54,-80.57195378,-78.29423799,14:05:24
20,57,-83.91424032,-81.97689872,14:05:24
21,57,-85.80861003,-84.60265632,14:05:24
22,60,-88.78321235,-86.57216784,14:05:24
23,60,-83.69000841,-81.36576939,14:05:24
24,68,-87.64351265,-85.31679751,14:05:24
25,65,-86.05956766,-83.69000841,14:05:24
26,66,-82.18401476,-79.79805712,14:05:24
11,75,-86.57216784,-84.14102596,14:05:24
12,77,-90,-85.80861003,14:05:24
13,68,-90,-88.78321235,14:05:33
14,59,-83.91424032,-81.36576939,14:05:33
15,59,-86.31404735,-83.91424032,14:05:34
16,58,-90,-90,14:05:34
17,55,-88.49141223,-86.31404735,14:05:35
18,50,-80.37677824,-78.29423799,14:05:35
19,54,-80.76837203,-78.29423799,14:05:35
20,56,-83.91424032,-81.97689872,14:05:35
21,55,-85.56105804,-83.69000841,14:05:35
22,56,-89.07982737,-86.31404735,14:05:37
23,59,-83.4682334,-81.97689872,14:05:37
24,67,-88.20428693,-84.60265632,14:05:37
25,63,-86.05956766,-84.37046428,14:05:37
26,63,-82.18401476,-79.22825074,14:05:37
11,72,-87.09981751,-84.37046428,14:05:40
12,75,-88.78321235,-86.83405012,14:05:40
13,69,-89.68807488,-88.78321235,14:05:41
14,61,-84.83770528,-81.77153806,14:05:41
15,60,-86.05956766,-83.24882053,14:05:41
16,60,-90,-90,14:05:41
17,57,-88.49141223,-85.80861003,14:05:41
18,52,-80.18277945,-78.10932046,14:05:41
19,57,-80.57195378,-78.10932046,14:05:41
20,59,-83.91424032,-82.39296693,14:05:41
21,59,-86.83405012,-83.91424032,14:05:41
22,59,-89.68807488,-87.64351265,14:05:41
23,57,-84.37046428,-82.18401476,14:05:41
24,64,-88.20428693,-85.56105804,14:05:41
25,60,-86.83405012,-85.56105804,14:05:41
26,59,-83.0316771,-81.16520939,14:05:41
11,68,-86.57216784,-83.91424032,14:05:41
12,71,-88.78321235,-86.05956766,14:05:41
13,65,-90,-89.07982737,14:05:50
14,56,-83.91424032,-82.18401476,14:05:50
15,56,-86.05956766,-83.0316771,14:05:50
16,57,-90,-90,14:05:50
17,56,-88.20428693,-86.31404735,14:05:52
18,52,-81.16520939,-78.29423799,14:05:52
19,57,-79.60721041,-77.55749366,14:05:52
20,59,-83.24882053,-81.77153806,14:05:52
21,59,-85.56105804,-83.69000841,14:05:52
22,60,-88.49141223,-86.31404735,14:05:54
23,61,-84.83770528,-82.60383794,14:05:54
24,69,-87.9216988,-85.31679751,14:05:54
25,65,-86.83405012,-84.60265632,14:05:54
26,65,-83.0316771,-81.36576939,14:05:54
11,73,-86.57216784,-84.37046428,14:05:54
12,76,-87.64351265,-85.56105804,14:05:54
13,72,-90,-88.78321235,14:05:58
14,63,-84.14102596,-81.36576939,14:05:58
15,63,-85.56105804,-83.4682334,14:05:58
16,63,-90,-90,14:05:58
17,59,-88.20428693,-86.83405012,14:05:58
18,55,-80.76837203,-78.47971875,14:05:58
19,59,-79.79805712,-77.74099213,14:05:58
20,62,-82.60383794,-80.76837203,14:05:58
21,62,-86.05956766,-83.24882053,14:05:58
22,63,-90,-87.9216988,14:05:58
23,57,-84.60265632,-83.4682334,14:05:58
24,66,-87.9216988,-84.83770528,14:05:58
25,62,-88.78321235,-84.83770528,14:05:58
26,57,-82.60383794,-80.57195378,14:05:58
11,66,-86.31404735,-83.69000841,14:06:05
12,69,-88.20428693,-86.05956766,14:06:05
13,64,-90,-89.07982737,14:06:07
14,55,-83.24882053,-81.56785393,14:06:07
15,55,-86.31404735,-83.91424032,14:06:08
16,55,-90,-90,14:06:08
17,55,-88.49141223,-85.80861003,14:06:08
18,50,-80.57195378,-77.92492003,14:06:08
19,54,-79.98989323,-77.74099213,14:06:08
20,60,-83.0316771,-80.76837203,14:06:08
21,60,-86.31404735,-83.91424032,14:06:11
22,60,-88.78321235,-88.20428693,14:06:11
23,59,-83.91424032,-82.60383794,14:06:11
24,68,-86.31404735,-83.91424032,14:06:12
25,66,-87.9216988,-85.0757165,14:06:12
26,64,-81.56785393,-80.57195378,14:06:13
11,73,-87.64351265,-84.60265632,14:06:13
12,74,-89.68807488,-87.36959568,14:06:13
13,66,-90,-88.78321235,14:06:15
14,57,-83.91424032,-81.77153806,14:06:15
15,57,-86.83405012,-84.83770528,14:06:15
17,56,-88.20428693,-85.56105804,14:06:15
18,57,-80.37677824,-77.92492003,14:06:15
19,58,-80.37677824,-77.92492003,14:06:15
20,60,-84.37046428,-81.97689872,14:06:15
21,64,-85.80861003,-82.39296693,14:06:15
22,62,-87.9216988,-84.60265632,14:06:15
23,62,-83.24882053,-81.36576939,14:06:15
24,69,-87.64351265,-86.05956766,14:06:15
25,75,-86.83405012,-83.91424032,14:06:15
26,73,-80.76837203,-79.04002478,14:06:15
11,75,-89.38139986,-84.37046428,14:06:15
12,73,-90,-89.07982737,14:06:15
13,64,-89.38139986,-86.05956766,14:06:23
14,56,-83.4682334,-81.56785393,14:06:23
15,56,-87.64351265,-84.60265632,14:06:23
17,54,-86.31404735,-85.56105804,14:06:26
18,56,-79.79805712,-78.10932046,14:06:26
19,57,-80.76837203,-77.92492003,14:06:26
20,61,-86.31404735,-83.24882053,14:06:27
21,61,-85.31679751,-83.24882053,14:06:27
22,60,-88.20428693,-85.31679751,14:06:27
23,63,-82.39296693,-80.57195378,14:06:27
24,72,-86.83405012,-84.14102596,14:06:27
25,76,-85.56105804,-84.37046428,14:06:27
26,75,-80.57195378,-79.41729406,14:06:27
11,79,-87.36959568,-84.60265632,14:06:27
12,78,-89.07982737,-85.80861003,14:06:27
13,71,-90,-88.20428693,14:06:32
14,62,-84.60265632,-81.56785393,14:06:32
15,63,-87.09981751,-83.91424032,14:06:33
17,62,-87.36959568,-84.60265632,14:06:33
18,63,-80.18277945,-77.55749366,14:06:33
19,63,-80.96610072,-77.74099213,14:06:33
20,66,-85.31679751,-82.39296693,14:06:33
21,66,-86.05956766,-83.91424032,14:06:33
22,64,-89.07982737,-87.09981751,14:06:37
23,61,-83.24882053,-81.56785393,14:06:37
24,67,-88.20428693,-86.31404735,14:06:38
25,71,-85.80861003,-83.91424032,14:06:38
26,71,-80.96610072,-79.04002478,14:06:38
11,74,-88.20428693,-84.37046428,14:06:38
12,72,-89.68807488,-86.57216784,14:06:38
13,64,-90,-88.78321235,14:06:40
14,55,-84.83770528,-81.56785393,14:06:40
15,55,-86.57216784,-84.14102596,14:06:40
16,55,-90,-90,14:06:40
17,52,-88.49141223,-85.56105804,14:06:40
18,47,-80.18277945,-78.10932046,14:06:40
19,52,-80.76837203,-77.92492003,14:06:40
20,53,-83.24882053,-81.56785393,14:06:40
21,53,-87.09981751,-84.14102596,14:06:45
22,55,-89.07982737,-87.36959568,14:06:45
23,57,-84.37046428,-82.18401476,14:06:45
24,65,-86.83405012,-85.0757165,14:06:45
25,63,-86.31404735,-85.31679751,14:06:47
26,64,-82.18401476,-80.37677824,14:06:47
11,73,-86.31404735,-83.91424032,14:06:48
12,76,-89.07982737,-85.31679751,14:06:48
13,69,-90,-89.07982737,14:06:49
14,60,-83.4682334,-81.16520939,14:06:49
15,60,-86.31404735,-84.14102596,14:06:50
16,61,-90,-90,14:06:50
17,59,-89.07982737,-86.57216784,14:06:50
18,53,-80.76837203,-77.92492003,14:06:50
19,55,-80.37677824,-77.92492003,14:06:50
20,57,-83.4682334,-81.36576939,14:06:50
21,57,-86.05956766,-83.91424032,14:06:50
22,57,-89.68807488,-86.57216784,14:06:50
23,56,-84.14102596,-82.39296693,14:06:50
24,64,-87.64351265,-84.83770528,14:06:50
25,61,-87.36959568,-84.60265632,14:06:50
26,59,-82.81671245,-80.37677824,14:06:50
11,68,-88.20428693,-83.91424032,14:06:50
12,70,-87.9216988,-85.56105804,14:06:50
13,66,-90,-88.49141223,14:06:57
14,57,-84.14102596,-81.77153806,14:06:57
15,57,-86.83405012,-84.37046428,14:06:57
17,56,-89.07982737,-87.09981751,14:06:59
18,57,-80.76837203,-78.29423799,14:06:59
19,58,-79.98989323,-77.74099213,14:06:59
20,62,-83.69000841,-81.97689872,14:06:59
21,65,-85.80861003,-83.91424032,14:06:59
22,63,-89.68807488,-88.49141223,14:06:59
23,60,-83.69000841,-82.39296693,14:06:59
24,64,-88.20428693,-85.31679751,14:06:59
25,68,-87.09981751,-85.31679751,14:07:04
26,66,-82.39296693,-80.96610072,14:07:04
11,68,-87.09981751,-84.37046428,14:07:05
12,72,-89.38139986,-85.56105804,14:07:05
13,64,-90,-89.68807488,14:07:06
14,55,-84.14102596,-82.39296693,14:07:06
15,55,-87.36959568,-83.69000841,14:07:06
17,53,-86.57216784,-84.37046428,14:07:06
18,59,-80.37677824,-77.92492003,14:07:06
19,60,-81.16520939,-78.29423799,14:07:06
20,64,-84.83770528,-83.4682334,14:07:06
21,66,-85.0757165,-83.4682334,14:07:06
22,66,-86.57216784,-85.0757165,14:07:06
23,66,-83.4682334,-82.18401476,14:07:06
24,73,-87.64351265,-86.05956766,14:07:06
25,79,-84.60265632,-83.0316771,14:07:06
26,78,-81.16520939,-77.74099213,14:07:06
11,82,-89.38139986,-87.09981751,14:07:13
12,77,-90,-89.68807488,14:07:13
13,68,-88.78321235,-88.49141223,14:07:14
14,62,-85.56105804,-82.18401476,14:07:14
15,61,-87.9216988,-85.56105804,14:07:14
17,58,-86.31404735,-84.14102596,14:07:16
18,58,-80.57195378,-77.74099213,14:07:16
19,59,-81.36576939,-78.29423799,14:07:16
20,62,-86.57216784,-84.37046428,14:07:16
21,61,-85.56105804,-83.0316771,14:07:16
22,59,-88.20428693,-85.31679751,14:07:16
23,62,-83.4682334,-81.36576939,14:07:16
24,71,-89.07982737,-87.09981751,14:07:20
25,70,-85.80861003,-83.0316771,14:07:20
26,70,-80.57195378,-78.10932046,14:07:20
11,74,-89.07982737,-86.83405012,14:07:20
12,70,-90,-89.07982737,14:07:20
13,60,-90,-89.38139986,14:07:23
14,51,-84.60265632,-81.97689872,14:07:23
15,53,-88.78321235,-86.57216784,14:07:23
17,48,-86.31404735,-84.14102596,14:07:25
18,51,-80.37677824,-77.1916201,14:07:25
19,51,-81.36576939,-78.66581039,14:07:25
20,58,-86.31404735,-84.60265632,14:07:26
21,58,-86.57216784,-83.69000841,14:07:26
22,55,-87.36959568,-85.31679751,14:07:26
23,59,-83.69000841,-81.56785393,14:07:26
24,67,-88.49141223,-85.80861003,14:07:26
25,71,-84.60265632,-83.4682334,14:07:26
26,71,-80.18277945,-78.29423799,14:07:26
11,77,-89.38139986,-86.31404735,14:07:30
12,72,-90,-87.9216988,14:07:30
13,62,-90,-89.38139986,14:07:31
14,53,-84.60265632,-82.39296693,14:07:31
15,55,-88.49141223,-85.56105804,14:07:31
17,52,-86.31404735,-83.69000841,14:07:33
18,53,-80.57195378,-77.74099213,14:07:33
19,53,-80.76837203,-78.29423799,14:07:33
20,59,-84.83770528,-82.81671245,14:07:33
21,59,-86.31404735,-83.24882053,14:07:35
22,57,-88.78321235,-86.57216784,14:07:35
23,58,-83.24882053,-81.97689872,14:07:35
24,67,-88.78321235,-86.31404735,14:07:37
25,70,-84.37046428,-83.0316771,14:07:37
26,70,-80.96610072,-79.60721041,14:07:37
11,75,-87.36959568,-84.37046428,14:07:37
12,74,-89.68807488,-86.83405012,14:07:37
13,66,-90,-88.49141223,14:07:40
14,57,-84.83770528,-81.97689872,14:07:40
15,57,-87.64351265,-84.83770528,14:07:40
17,55,-87.64351265,-85.56105804,14:07:40
18,57,-80.18277945,-77.74099213,14:07:40
19,57,-80.96610072,-77.74099213,14:07:40
20,63,-85.31679751,-82.81671245,14:07:40
21,63,-86.83405012,-84.83770528,14:07:40
22,60,-88.20428693,-87.36959568,14:07:40
23,59,-83.24882053,-81.56785393,14:07:40
24,67,-87.64351265,-84.60265632,14:07:40
25,72,-85.80861003,-84.60265632,14:07:40
26,71,-81.36576939,-79.41729406,14:07:40
11,75,-87.64351265,-84.60265632,14:07:40
12,75,-88.78321235,-85.80861003,14:07:40
13,69,-90,-88.49141223,14:07:48
14,60,-84.37046428,-81.97689872,14:07:48
15,61,-87.64351265,-84.83770528,14:07:48
17,60,-88.20428693,-84.83770528,14:07:48
18,60,-79.60721041,-77.55749366,14:07:48
19,60,-81.16520939,-78.29423799,14:07:48
20,64,-84.83770528,-83.91424032,14:07:48
21,64,-87.36959568,-83.91424032,14:07:48
22,61,-89.07982737,-85.80861003,14:07:48
23,58,-84.14102596,-81.77153806,14:07:48
24,63,-88.20428693,-86.05956766,14:07:48
25,68,-85.31679751,-85.0757165,14:07:48
26,67,-81.77153806,-79.22825074,14:07:48
11,71,-87.64351265,-85.0757165,14:07:48
12,72,-88.49141223,-85.80861003,14:07:48
13,67,-90,-89.07982737,14:07:57
14,58,-84.83770528,-82.39296693,14:07:57
15,58,-87.36959568,-83.69000841,14:07:57
17,58,-88.20428693,-84.60265632,14:07:57
18,59,-80.57195378,-78.10932046,14:07:57
19,60,-80.76837203,-78.66581039,14:07:57
20,65,-84.60265632,-83.0316771,14:07:57
21,65,-85.80861003,-83.4682334,14:07:57
22,64,-89.07982737,-86.31404735,14:08:01
23,61,-83.24882053,-81.16520939,14:08:01
24,66,-86.83405012,-85.56105804,14:08:01
25,72,-84.60265632,-83.0316771,14:08:01
26,72,-79.41729406,-78.10932046,14:08:01
11,76,-90,-87.9216988,14:08:01
12,71,-90,-87.9216988,14:08:01
13,62,-90,-89.07982737,14:08:05
14,53,-84.83770528,-82.39296693,14:08:05
15,53,-88.78321235,-85.56105804,14:08:05
17,49,-85.56105804,-81.97689872,14:08:05
18,54,-80.18277945,-77.55749366,14:08:05
19,54,-81.16520939,-78.47971875,14:08:05
20,57,-86.31404735,-85.0757165,14:08:09
21,56,-85.31679751,-83.0316771,14:08:09
22,54,-86.05956766,-83.91424032,14:08:09
23,62,-83.0316771,-81.56785393,14:08:09
24,71,-88.49141223,-85.56105804,14:08:09
25,74,-84.37046428,-83.4682334,14:08:09
26,75,-80.18277945,-77.74099213,14:08:09
11,81,-89.07982737,-87.64351265,14:08:09
12,75,-90,-89.07982737,14:08:09
13,66,-89.38139986,-88.49141223,14:08:14
14,59,-84.83770528,-81.97689872,14:08:14
15,60,-88.20428693,-85.31679751,14:08:14
17,56,-85.0757165,-82.39296693,14:08:14
18,57,-79.41729406,-77.74099213,14:08:14
19,58,-80.96610072,-78.47971875,14:08:14
20,63,-86.57216784,-83.91424032,14:08:14
21,61,-84.60265632,-82.81671245,14:08:14
